conference,year,teamId,team,conferenceGames_games,conferenceGames_wins,conferenceGames_losses,conferenceGames_ties,homeGames_games,homeGames_wins,homeGames_losses,homeGames_ties,awayGames_games,awayGames_wins,awayGames_losses,awayGames_ties,total_games,total_wins,total_losses,total_ties
Mid-American,2002,189,Bowling Green,8,6,2,0,6,6,0,0,6,3,3,0,12,9,3,0
Mid-American,2002,193,Miami (OH),8,5,3,0,5,2,3,0,7,5,2,0,12,7,5,0
Big Ten,2002,194,Ohio State,10,10,0,0,8,8,0,0,5,5,0,0,14,14,0,0
Mid-American,2002,195,Ohio,8,4,4,0,5,3,2,0,7,1,6,0,12,4,8,0
Big 12,2002,197,Oklahoma State,8,5,3,0,8,7,1,0,5,1,4,0,13,8,5,0
Big 12,2002,201,Oklahoma,9,7,2,0,7,7,0,0,7,5,2,0,14,12,2,0
Western Athletic,2002,202,Tulsa,8,1,7,0,6,1,5,0,6,0,6,0,12,1,11,0
Pac-10,2002,204,Oregon State,9,5,4,0,8,6,2,0,5,2,3,0,13,8,5,0
Big Ten,2002,213,Penn State,9,6,3,0,8,7,1,0,5,2,3,0,13,9,4,0
Big East,2002,218,Temple,7,2,5,0,7,2,5,0,5,2,3,0,12,4,8,0
Big East,2002,221,Pittsburgh,7,5,2,0,7,5,2,0,6,4,2,0,13,9,4,0
ACC,2002,228,Clemson,8,4,4,0,7,5,2,0,6,2,4,0,13,7,6,0
Conference USA,2002,235,Memphis,9,2,7,0,6,3,3,0,6,0,6,0,12,3,9,0
SEC,2002,238,Vanderbilt,8,0,8,0,7,2,5,0,5,0,5,0,12,2,10,0
Big 12,2002,239,Baylor,8,1,7,0,6,3,3,0,6,0,6,0,12,3,9,0
Western Athletic,2002,242,Rice,8,3,5,0,5,2,3,0,6,2,4,0,11,4,7,0
Big 12,2002,245,Texas A&M,8,3,5,0,7,3,4,0,5,3,2,0,12,6,6,0
Conference USA,2002,248,Houston,9,3,6,0,6,3,3,0,6,2,4,0,12,5,7,0
Sun Belt,2002,249,North Texas,6,6,0,0,5,4,1,0,8,4,4,0,13,8,5,0
Big 12,2002,251,Texas,8,6,2,0,6,6,0,0,7,5,2,0,13,11,2,0
Mountain West,2002,252,BYU,8,2,6,0,6,4,2,0,6,1,5,0,12,5,7,0
Mountain West,2002,254,Utah,10,4,6,0,5,3,2,0,6,2,4,0,11,5,6,0
ACC,2002,258,Virginia,10,6,4,0,8,7,1,0,6,2,4,0,14,9,5,0
Big East,2002,259,Virginia Tech,7,3,4,0,9,7,2,0,5,3,2,0,14,10,4,0
Pac-10,2002,264,Washington,11,5,6,0,8,5,3,0,5,2,3,0,13,7,6,0
Pac-10,2002,265,Washington State,9,7,2,0,8,6,2,0,5,4,1,0,13,10,3,0
Big Ten,2002,275,Wisconsin,10,4,6,0,9,6,3,0,5,2,3,0,14,8,6,0
Mid-American,2002,276,Marshall,9,8,1,0,8,8,0,0,5,3,2,0,13,11,2,0
Big East,2002,277,West Virginia,7,6,1,0,6,4,2,0,7,5,2,0,13,9,4,0
Western Athletic,2002,278,Fresno State,8,6,2,0,7,6,1,0,7,3,4,0,14,9,5,0
Sun Belt,2002,309,Louisiana,6,2,4,0,5,3,2,0,7,0,7,0,12,3,9,0
FBS Independents,2002,328,Utah State,3,1,2,0,5,3,2,0,6,1,5,0,11,4,7,0
SEC,2002,333,Alabama,8,6,2,0,7,5,2,0,6,5,1,0,13,10,3,0
SEC,2002,344,Mississippi State,8,0,8,0,6,2,4,0,6,1,5,0,12,3,9,0
Conference USA,2002,349,Army,9,1,8,0,6,0,6,0,6,1,5,0,12,1,11,0
Big Ten,2002,356,Illinois,9,4,5,0,7,3,4,0,5,2,3,0,12,5,7,0
Mountain West,2002,2005,Air Force,10,7,3,0,7,4,3,0,6,4,2,0,13,8,5,0
Mid-American,2002,2006,Akron,8,3,5,0,5,3,2,0,7,1,6,0,12,4,8,0
Sun Belt,2002,2032,Arkansas State,6,3,3,0,7,4,3,0,6,2,4,0,13,6,7,0
Mid-American,2002,2050,Ball State,8,4,4,0,5,4,1,0,7,2,5,0,12,6,6,0
Mid-American,2002,2084,Buffalo,8,0,8,0,6,0,6,0,6,1,5,0,12,1,11,0
Mid-American,2002,2116,UCF,8,6,2,0,6,4,2,0,6,3,3,0,12,7,5,0
Mid-American,2002,2117,Central Michigan,8,2,6,0,6,2,4,0,6,2,4,0,12,4,8,0
Conference USA,2002,2132,Cincinnati,9,6,3,0,8,4,4,0,6,3,3,0,14,7,7,0
Mid-American,2002,2199,Eastern Michigan,8,1,7,0,6,3,3,0,6,0,6,0,12,3,9,0
Big Ten,2002,2294,Iowa,9,8,1,0,7,6,1,0,6,5,1,0,13,11,2,0
Big 12,2002,2305,Kansas,8,0,8,0,6,1,5,0,6,1,5,0,12,2,10,0
Big 12,2002,2306,Kansas State,8,6,2,0,8,7,1,0,5,4,1,0,13,11,2,0
Mid-American,2002,2309,Kent State,8,1,7,0,6,2,4,0,6,1,5,0,12,3,9,0
Western Athletic,2002,2348,Louisiana Tech,8,3,5,0,5,4,1,0,7,0,7,0,12,4,8,0
Big East,2002,2390,Miami,7,7,0,0,6,6,0,0,6,6,0,0,13,12,1,0
Sun Belt,2002,2393,Middle Tennessee,7,3,4,0,5,3,2,0,7,1,6,0,12,4,8,0
FBS Independents,2002,2426,Navy,0,0,0,0,7,1,6,0,5,1,4,0,12,2,10,0
Sun Belt,2002,2433,UL Monroe,7,3,4,0,6,3,3,0,6,0,6,0,12,3,9,0
Mountain West,2002,2439,UNLV,9,3,6,0,6,3,3,0,6,2,4,0,12,5,7,0
Western Athletic,2002,2440,Nevada,8,4,4,0,6,4,2,0,6,1,5,0,12,5,7,0
Mid-American,2002,2459,Northern Illinois,8,7,1,0,6,4,2,0,6,4,2,0,12,8,4,0
Pac-10,2002,2483,Oregon,9,3,6,0,8,5,3,0,5,2,3,0,13,7,6,0
Big Ten,2002,2509,Purdue,10,5,5,0,7,4,3,0,6,3,3,0,13,7,6,0
Western Athletic,2002,2567,SMU,8,3,5,0,6,2,4,0,6,1,5,0,12,3,9,0
Conference USA,2002,2572,Southern Miss,10,6,4,0,6,5,1,0,7,2,5,0,13,7,6,0
SEC,2002,2579,South Carolina,8,3,5,0,6,3,3,0,6,2,4,0,12,5,7,0
Conference USA,2002,2628,TCU,10,8,2,0,6,6,0,0,6,4,2,0,12,10,2,0
SEC,2002,2633,Tennessee,8,5,3,0,9,5,4,0,4,3,1,0,13,8,5,0
Western Athletic,2002,2638,UTEP,8,1,7,0,5,2,3,0,7,0,7,0,12,2,10,0
Big 12,2002,2641,Texas Tech,8,5,3,0,7,6,1,0,7,3,4,0,14,9,5,0
Mid-American,2002,2649,Toledo,9,7,2,0,7,5,2,0,7,4,3,0,14,9,5,0
FBS Independents,2002,2653,Troy,0,0,0,0,5,4,1,0,7,0,7,0,12,4,8,0
Conference USA,2002,2655,Tulane,8,4,4,0,7,5,2,0,6,3,3,0,13,8,5,0
Mid-American,2002,2711,Western Michigan,8,3,5,0,6,2,4,0,6,2,4,0,12,4,8,0
Mountain West,2002,2751,Wyoming,8,1,7,0,5,2,3,0,7,0,7,0,12,2,10,0
Mid-American,2003,2711,Western Michigan,8,4,4,0,6,3,3,0,6,2,4,0,12,5,7,0
Ivy,2003,108,Harvard,7,4,3,0,6,4,2,0,4,3,1,0,10,7,3,0
SWAC,2003,2582,Southern,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Mid-American,2003,2117,Central Michigan,8,1,7,0,6,3,3,0,6,0,6,0,12,3,9,0
FCS Independents,2003,2458,Northern Colorado,2,1,1,0,5,5,0,0,4,3,1,0,10,8,2,0
Big South,2003,2335,Liberty,4,3,1,0,6,5,1,0,4,0,4,0,12,6,6,0
Southern,2003,2193,East Tennessee State,8,2,6,0,0,0,0,0,6,1,5,0,12,5,7,0
Conference USA,2003,2572,Southern Miss,10,8,2,0,7,5,2,0,6,4,2,0,13,9,4,0
Big 12,2003,201,Oklahoma,9,8,1,0,8,7,1,0,6,5,1,0,14,12,2,0
Mid-American,2003,193,Miami (OH),9,9,0,0,5,5,0,0,9,8,1,0,14,13,1,0
MEAC,2003,2569,South Carolina State,7,5,2,0,3,3,0,0,6,2,4,0,12,8,4,0
Mountain West,2003,167,New Mexico,9,5,4,0,8,5,3,0,5,3,2,0,13,8,5,0
MEAC,2003,2169,Delaware State,7,1,6,0,5,1,4,0,4,0,4,0,11,1,10,0
Mid-American,2003,195,Ohio,8,1,7,0,6,2,4,0,6,0,6,0,12,2,10,0
FCS Independents,2003,2545,SE Louisiana,1,0,1,0,5,4,1,0,4,0,4,0,11,4,7,0
FCS Independents,2003,2226,Florida Atlantic,2,2,0,0,0,0,0,0,4,4,0,0,10,9,1,0
NEC,2003,2523,Robert Morris,7,4,3,0,0,0,0,0,2,1,1,0,10,6,4,0
Atlantic 10,2003,256,James Madison,9,4,5,0,6,5,1,0,5,1,4,0,12,6,6,0
Atlantic 10,2003,113,Massachusetts,10,9,1,0,0,0,0,0,5,3,2,0,12,10,2,0
SWAC,2003,2011,Alabama State,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
Big Ten,2003,77,Northwestern,10,5,5,0,6,2,4,0,7,4,3,0,13,6,7,0
SEC,2003,2,Auburn,8,5,3,0,8,6,2,0,5,2,3,0,13,8,5,0
Sun Belt,2003,2393,Middle Tennessee,6,3,3,0,6,2,4,0,6,2,4,0,12,4,8,0
FCS Independents,2003,253,Southern Utah,3,1,2,0,5,3,2,0,3,0,3,0,10,4,6,0
OVC,2003,2535,Samford,8,5,3,0,5,3,2,0,5,4,1,0,11,7,4,0
Mid-American,2003,2116,UCF,8,2,6,0,4,2,2,0,7,0,7,0,12,3,9,0
MVFC,2003,2623,Missouri State,7,1,6,0,5,3,2,0,4,0,4,0,11,4,7,0
Pac-10,2003,30,USC,10,9,1,0,7,7,0,0,6,5,1,0,13,12,1,0
SEC,2003,61,Georgia,9,6,3,0,7,6,1,0,7,5,2,0,14,11,3,0
Mid-American,2003,2309,Kent State,8,4,4,0,6,3,3,0,6,2,4,0,12,5,7,0
ACC,2003,120,Maryland,8,6,2,0,6,6,0,0,7,4,3,0,13,10,3,0
MEAC,2003,2261,Hampton,7,5,2,0,4,3,1,0,5,2,3,0,11,7,4,0
SWAC,2003,2010,Alabama A&M,0,0,0,0,2,1,1,0,1,1,0,0,3,2,1,0
NEC,2003,2529,Sacred Heart,7,3,4,0,4,2,2,0,2,1,1,0,11,6,5,0
Big 12,2003,66,Iowa State,8,0,8,0,7,2,5,0,5,0,5,0,12,2,10,0
MEAC,2003,2448,North Carolina A&T,7,6,1,0,4,4,0,0,5,5,0,0,12,10,2,0
Pioneer,2003,2181,Drake,0,0,0,0,1,1,0,0,1,0,1,0,2,1,1,0
Big 12,2003,158,Nebraska,8,5,3,0,8,7,1,0,5,3,2,0,13,10,3,0
Mountain West,2003,2439,UNLV,8,3,5,0,6,2,4,0,6,4,2,0,12,6,6,0
Southern,2003,2747,Wofford,8,8,0,0,6,6,0,0,4,3,1,0,11,10,1,0
Big South,2003,2678,VMI,4,2,2,0,6,4,2,0,4,2,2,0,12,6,6,0
ACC,2003,152,NC State,9,4,5,0,7,6,1,0,6,2,4,0,13,8,5,0
Mountain West,2003,2751,Wyoming,7,2,5,0,6,3,3,0,6,1,5,0,12,4,8,0
MEAC,2003,2450,Norfolk State,7,0,7,0,5,0,5,0,6,1,5,0,12,1,11,0
OVC,2003,2197,Eastern Illinois,8,3,5,0,6,3,3,0,4,1,3,0,12,4,8,0
Pioneer,2003,301,San Diego,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0
ACC,2003,258,Virginia,8,4,4,0,7,6,1,0,6,2,4,0,13,8,5,0
Pac-10,2003,24,Stanford,9,3,6,0,6,3,3,0,5,1,4,0,11,4,7,0
Big Sky,2003,149,Montana,0,0,0,0,3,3,0,0,1,1,0,0,4,4,0,0
Western Athletic,2003,68,Boise State,8,8,0,0,7,7,0,0,7,6,1,0,14,13,1,0
Patriot,2003,2329,Lehigh,7,6,1,0,6,5,1,0,5,3,2,0,11,8,3,0
Big Sky,2003,16,Sacramento State,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0
Patriot,2003,119,Towson,7,3,4,0,6,5,1,0,6,1,5,0,12,6,6,0
Pac-10,2003,264,Washington,10,5,5,0,7,5,2,0,5,1,4,0,12,6,6,0
Big South,2003,2241,Gardner-Webb,4,4,0,0,6,6,0,0,5,2,3,0,12,8,4,0
ACC,2003,59,Georgia Tech,9,4,5,0,6,4,2,0,7,3,4,0,13,7,6,0
Mid-American,2003,276,Marshall,8,6,2,0,5,4,1,0,7,4,3,0,12,8,4,0
Big Sky,2003,304,Idaho State,0,0,0,0,2,2,0,0,1,0,1,0,4,3,1,0
Big East,2003,2390,Miami,7,6,1,0,7,6,1,0,6,5,1,0,13,11,2,0
Western Athletic,2003,278,Fresno State,8,6,2,0,7,6,1,0,7,3,4,0,14,9,5,0
Western Athletic,2003,2638,UTEP,8,1,7,0,7,1,6,0,6,1,5,0,13,2,11,0
Mountain West,2003,36,Colorado State,8,5,3,0,8,4,4,0,5,3,2,0,13,7,6,0
SEC,2003,2633,Tennessee,8,6,2,0,7,6,1,0,6,4,2,0,13,10,3,0
Pac-10,2003,204,Oregon State,9,5,4,0,7,6,1,0,6,2,4,0,13,8,5,0
Big Ten,2003,275,Wisconsin,10,5,5,0,7,4,3,0,6,3,3,0,13,7,6,0
Conference USA,2003,58,South Florida,8,5,3,0,6,4,2,0,5,3,2,0,11,7,4,0
Big 12,2003,251,Texas,8,7,1,0,7,5,2,0,6,5,1,0,13,10,3,0
Southland,2003,2617,Stephen F. Austin,5,4,1,0,5,3,2,0,6,4,2,0,11,7,4,0
Big Ten,2003,194,Ohio State,11,9,2,0,9,9,0,0,4,2,2,0,13,11,2,0
Big East,2003,277,West Virginia,7,6,1,0,8,5,3,0,5,3,2,0,13,8,5,0
Big Sky,2003,2692,Weber State,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0
Big Ten,2003,213,Penn State,8,1,7,0,7,3,4,0,5,0,5,0,12,3,9,0
Southland,2003,2447,Nicholls,5,3,2,0,5,4,1,0,3,1,2,0,11,5,6,0
MVFC,2003,2754,Youngstown State,7,2,5,0,7,3,4,0,4,2,2,0,12,5,7,0
Southern,2003,2717,Western Carolina,8,3,5,0,6,4,2,0,5,0,5,0,12,5,7,0
Big 12,2003,2306,Kansas State,9,7,2,0,9,8,1,0,6,3,3,0,15,11,4,0
Big 12,2003,142,Missouri,8,4,4,0,7,7,0,0,6,1,5,0,13,8,5,0
Southern,2003,290,Georgia Southern,8,5,3,0,6,5,1,0,4,1,3,0,11,7,4,0
MVFC,2003,282,Indiana State,7,0,7,0,6,2,4,0,6,1,5,0,12,3,9,0
MEAC,2003,2415,Morgan State,7,4,3,0,6,3,3,0,3,3,0,0,11,6,5,0
Pioneer,2003,2046,Austin Peay,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0
FCS Independents,2003,2506,Presbyterian,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
FCS Independents,2003,2542,Savannah St,0,0,0,0,6,0,6,0,3,0,3,0,12,0,12,0
Big East,2003,221,Pittsburgh,7,5,2,0,6,4,2,0,7,4,3,0,13,8,5,0
MVFC,2003,98,Western Kentucky,7,5,2,0,6,5,1,0,5,3,2,0,11,8,3,0
Sun Belt,2003,166,New Mexico State,7,2,5,0,5,2,3,0,7,1,6,0,12,3,9,0
Metro Atlantic Athletic,2003,2325,La Salle,5,2,3,0,0,0,0,0,3,1,2,0,11,3,8,0
OVC,2003,55,Jacksonville State,8,7,1,0,0,0,0,0,5,3,2,0,11,8,3,0
NEC,2003,2681,Wagner,7,3,4,0,6,4,2,0,1,0,1,0,11,6,5,0
Big 12,2003,2641,Texas Tech,8,4,4,0,7,6,1,0,6,2,4,0,13,8,5,0
OVC,2003,2198,Eastern Kentucky,8,6,2,0,5,4,1,0,6,3,3,0,12,7,5,0
MVFC,2003,2287,Illinois State,7,3,4,0,7,3,4,0,4,3,1,0,12,6,6,0
Southland,2003,2377,McNeese,5,5,0,0,5,5,0,0,6,5,1,0,11,10,1,0
Ivy,2003,159,Dartmouth,7,4,3,0,5,3,2,0,5,2,3,0,10,5,5,0
Mid-American,2003,189,Bowling Green,9,7,2,0,8,7,1,0,6,4,2,0,14,11,3,0
FCS Independents,2003,2229,Florida International,1,0,1,0,6,2,4,0,6,0,6,0,12,2,10,0
SEC,2003,96,Kentucky,8,1,7,0,7,3,4,0,5,1,4,0,12,4,8,0
NEC,2003,2598,St. Francis (PA),7,0,7,0,0,0,0,0,4,0,4,0,10,1,9,0
Mountain West,2003,2005,Air Force,9,5,4,0,6,5,1,0,6,2,4,0,12,7,5,0
Mid-American,2003,2006,Akron,8,5,3,0,4,3,1,0,6,2,4,0,12,7,5,0
Sun Belt,2003,249,North Texas,7,7,0,0,6,5,1,0,7,4,3,0,13,9,4,0
Big East,2003,183,Syracuse,7,2,5,0,7,5,2,0,5,1,4,0,12,6,6,0
SEC,2003,145,Ole Miss,8,7,1,0,8,6,2,0,5,4,1,0,13,10,3,0
SWAC,2003,2755,Grambling,0,0,0,0,2,1,1,0,1,0,1,0,3,1,2,0
Conference USA,2003,349,Army,9,0,9,0,6,0,6,0,7,0,7,0,13,0,13,0
Southern,2003,2026,App State,8,6,2,0,5,5,0,0,4,2,2,0,11,7,4,0
OVC,2003,2635,Tennessee Tech,8,1,7,0,4,1,3,0,6,1,5,0,11,2,9,0
Big South,2003,324,Coastal Carolina,4,1,3,0,5,2,3,0,3,2,1,0,11,6,5,0
Big Ten,2003,127,Michigan State,8,5,3,0,7,5,2,0,6,3,3,0,13,8,5,0
SEC,2003,238,Vanderbilt,8,1,7,0,7,2,5,0,5,0,5,0,12,2,10,0
Sun Belt,2003,2433,UL Monroe,6,1,5,0,5,0,5,0,7,1,6,0,12,1,11,0
Atlantic 10,2003,222,Villanova,9,5,4,0,5,3,2,0,4,3,1,0,11,7,4,0
FBS Independents,2003,87,Notre Dame,0,0,0,0,6,3,3,0,6,2,4,0,12,5,7,0
Conference USA,2003,151,East Carolina,10,1,9,0,6,0,6,0,6,1,5,0,12,1,11,0
Sun Belt,2003,2032,Arkansas State,6,3,3,0,3,2,1,0,7,1,6,0,12,5,7,0
Pioneer,2003,2168,Dayton,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
SEC,2003,333,Alabama,8,2,6,0,8,3,5,0,5,1,4,0,13,4,9,0
Big Sky,2003,2502,Portland State,0,0,0,0,0,0,0,0,2,1,1,0,3,2,1,0
Pioneer,2003,294,Jacksonville,0,0,0,0,0,0,0,0,2,0,2,0,3,1,2,0
Southland,2003,326,Texas State,5,1,4,0,6,4,2,0,4,0,4,0,12,4,8,0
Conference USA,2003,2132,Cincinnati,9,3,6,0,6,4,2,0,6,1,5,0,12,5,7,0
Atlantic 10,2003,257,Richmond,9,1,8,0,0,0,0,0,4,0,4,0,11,2,9,0
Conference USA,2003,5,UAB,8,4,4,0,5,2,3,0,7,3,4,0,12,5,7,0
Atlantic 10,2003,48,Delaware,9,8,1,0,7,7,0,0,3,3,0,0,12,11,1,0
Pac-10,2003,12,Arizona,10,1,9,0,7,2,5,0,5,0,5,0,12,2,10,0
NEC,2003,399,UAlbany,7,6,1,0,0,0,0,0,3,2,1,0,11,7,4,0
ACC,2003,153,North Carolina,11,2,9,0,6,1,5,0,6,1,5,0,12,2,10,0
Pioneer,2003,2674,Valparaiso,0,0,0,0,1,1,0,0,1,0,1,0,2,1,1,0
Conference USA,2003,97,Louisville,8,5,3,0,7,5,2,0,6,4,2,0,13,9,4,0
Mountain West,2003,21,San Diego State,9,3,6,0,5,3,2,0,6,2,4,0,12,6,6,0
Big East,2003,103,Boston College,7,3,4,0,6,2,4,0,7,6,1,0,13,8,5,0
NEC,2003,2405,Monmouth,7,6,1,0,0,0,0,0,5,3,2,0,12,10,2,0
SWAC,2003,2016,Alcorn State,0,0,0,0,1,1,0,0,1,0,1,0,2,1,1,0
ACC,2003,52,Florida State,8,7,1,0,7,5,2,0,6,5,1,0,13,10,3,0
ACC,2003,154,Wake Forest,10,4,6,0,7,3,4,0,5,2,3,0,12,5,7,0
Big Ten,2003,135,Minnesota,9,6,3,0,8,6,2,0,5,4,1,0,13,10,3,0
Western Athletic,2003,2348,Louisiana Tech,8,3,5,0,5,1,4,0,7,4,3,0,12,5,7,0
Big 12,2003,2305,Kansas,8,3,5,0,8,5,3,0,5,1,4,0,13,6,7,0
Pac-10,2003,25,California,12,7,5,0,7,5,2,0,7,3,4,0,14,8,6,0
Big 12,2003,245,Texas A&M,8,2,6,0,7,4,3,0,5,0,5,0,12,4,8,0
Mid-American,2003,2050,Ball State,8,3,5,0,6,3,3,0,6,1,5,0,12,4,8,0
OVC,2003,2630,UT Martin,8,1,7,0,6,2,4,0,4,0,4,0,12,2,10,0
Ivy,2003,171,Columbia,7,3,4,0,5,2,3,0,4,2,2,0,10,4,6,0
Conference USA,2003,2628,TCU,9,8,1,0,6,6,0,0,7,5,2,0,13,11,2,0
Ivy,2003,219,Pennsylvania,7,7,0,0,5,5,0,0,5,5,0,0,10,10,0,0
Southern,2003,231,Furman,8,4,4,0,6,4,2,0,4,2,2,0,11,6,5,0
Ivy,2003,225,Brown,7,4,3,0,5,1,4,0,4,3,1,0,10,5,5,0
Big East,2003,164,Rutgers,7,2,5,0,6,3,3,0,6,2,4,0,12,5,7,0
SEC,2003,2579,South Carolina,8,2,6,0,8,5,3,0,4,0,4,0,12,5,7,0
MVFC,2003,2710,Western Illinois,7,5,2,0,6,4,2,0,5,4,1,0,11,8,3,0
Western Athletic,2003,242,Rice,8,5,3,0,6,3,3,0,6,2,4,0,12,5,7,0
Big Ten,2003,2294,Iowa,9,6,3,0,7,7,0,0,6,3,3,0,13,10,3,0
Big 12,2003,38,Colorado,8,3,5,0,6,3,3,0,6,2,4,0,12,5,7,0
Big Ten,2003,356,Illinois,10,0,10,0,6,1,5,0,6,0,6,0,12,1,11,0
Southland,2003,2534,Sam Houston,5,1,4,0,5,2,3,0,5,0,5,0,11,2,9,0
Patriot,2003,2142,Colgate,7,7,0,0,5,5,0,0,7,7,0,0,12,12,0,0
Big Sky,2003,2464,Northern Arizona,0,0,0,0,2,2,0,0,2,1,1,0,4,3,1,0
Southern,2003,2643,The Citadel,8,4,4,0,0,0,0,0,5,1,4,0,12,6,6,0
Western Athletic,2003,2440,Nevada,8,4,4,0,6,3,3,0,6,3,3,0,12,6,6,0
Atlantic 10,2003,311,Maine,8,4,4,0,6,4,2,0,3,1,2,0,11,6,5,0
FCS Independents,2003,2428,North Carolina Central,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
Ivy,2003,163,Princeton,7,2,5,0,5,1,4,0,5,1,4,0,10,2,8,0
Conference USA,2003,2655,Tulane,8,3,5,0,5,2,3,0,6,2,4,0,12,5,7,0
Atlantic 10,2003,160,New Hampshire,9,3,6,0,6,4,2,0,3,0,3,0,12,5,7,0
SEC,2003,8,Arkansas,8,4,4,0,8,6,2,0,5,3,2,0,13,9,4,0
Mid-American,2003,2459,Northern Illinois,8,6,2,0,7,7,0,0,5,3,2,0,12,10,2,0
Metro Atlantic Athletic,2003,2368,Marist,5,2,3,0,4,2,2,0,4,1,3,0,10,4,6,0
Big East,2003,259,Virginia Tech,7,4,3,0,7,6,1,0,6,2,4,0,13,8,5,0
Big Ten,2003,84,Indiana,9,1,8,0,6,2,4,0,6,0,6,0,12,2,10,0
Big Sky,2003,147,Montana State,0,0,0,0,2,1,1,0,1,0,1,0,5,2,3,0
Patriot,2003,46,Georgetown,7,1,6,0,6,2,4,0,5,2,3,0,12,4,8,0
Atlantic 10,2003,111,Northeastern,9,6,3,0,0,0,0,0,4,2,2,0,12,8,4,0
Atlantic 10,2003,2275,Hofstra,9,2,7,0,0,0,0,0,5,0,5,0,12,2,10,0
Atlantic 10,2003,2729,William & Mary,8,4,4,0,4,2,2,0,4,2,2,0,10,5,5,0
Metro Atlantic Athletic,2003,314,Iona,5,4,1,0,0,0,0,0,0,0,0,0,11,6,5,0
Big 12,2003,239,Baylor,8,1,7,0,6,2,4,0,5,0,5,0,12,3,9,0
SEC,2003,99,LSU,9,8,1,0,8,7,1,0,6,6,0,0,14,13,1,0
MEAC,2003,47,Howard,7,2,5,0,4,1,3,0,5,3,2,0,11,4,7,0
Sun Belt,2003,328,Utah State,6,3,3,0,5,3,2,0,7,0,7,0,12,3,9,0
Atlantic 10,2003,227,Rhode Island,10,3,7,0,6,2,4,0,4,1,3,0,12,4,8,0
Great West,2003,302,UC Davis,0,0,0,0,2,0,2,0,1,0,1,0,4,1,3,0
Western Athletic,2003,62,Hawai'i,8,5,3,0,7,6,1,0,6,2,4,0,14,9,5,0
OVC,2003,2634,Tennessee State,8,5,3,0,5,3,2,0,5,4,1,0,12,7,5,0
MVFC,2003,79,Southern Illinois,7,6,1,0,0,0,0,0,4,3,1,0,11,10,1,0
Western Athletic,2003,202,Tulsa,8,6,2,0,6,4,2,0,6,3,3,0,13,8,5,0
Metro Atlantic Athletic,2003,2561,Siena,5,0,5,0,0,0,0,0,3,0,3,0,11,0,11,0
Patriot,2003,2083,Bucknell,7,4,3,0,5,4,1,0,6,1,5,0,12,6,6,0
Ivy,2003,43,Yale,7,4,3,0,5,3,2,0,5,3,2,0,10,6,4,0
Pac-10,2003,2483,Oregon,11,6,5,0,6,5,1,0,7,3,4,0,13,8,5,0
Pac-10,2003,265,Washington State,9,7,2,0,6,6,0,0,7,4,3,0,13,10,3,0
SWAC,2003,2640,Texas Southern,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0
SWAC,2003,2504,Prairie View A&M,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Mid-American,2003,2084,Buffalo,8,1,7,0,6,1,5,0,6,0,6,0,12,1,11,0
SEC,2003,57,Florida,8,6,2,0,7,3,4,0,5,4,1,0,13,8,5,0
FBS Independents,2003,2653,Troy,0,0,0,0,4,4,0,0,8,2,6,0,12,6,6,0
Big Sky,2003,331,Eastern Washington,0,0,0,0,1,1,0,0,2,1,1,0,3,2,1,0
ACC,2003,150,Duke,9,2,7,0,7,3,4,0,5,1,4,0,12,4,8,0
OVC,2003,2546,Southeast Missouri State,8,5,3,0,0,0,0,0,5,3,2,0,12,5,7,0
Conference USA,2003,235,Memphis,8,5,3,0,7,5,2,0,6,4,2,0,13,9,4,0
Patriot,2003,322,Lafayette,7,2,5,0,7,4,3,0,4,1,3,0,11,5,6,0
Patriot,2003,2230,Fordham,7,4,3,0,0,0,0,0,6,4,2,0,12,9,3,0
SEC,2003,344,Mississippi State,8,1,7,0,6,2,4,0,6,0,6,0,12,2,10,0
Southern,2003,236,Chattanooga,8,3,5,0,6,2,4,0,5,1,4,0,12,3,9,0
Mountain West,2003,252,BYU,10,4,6,0,6,1,5,0,6,3,3,0,12,4,8,0
Metro Atlantic Athletic,2003,2184,Duquesne,5,5,0,0,6,6,0,0,4,1,3,0,11,8,3,0
Western Athletic,2003,2567,SMU,8,0,8,0,6,0,6,0,6,0,6,0,12,0,12,0
Pioneer,2003,2086,Butler,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Big 12,2003,197,Oklahoma State,8,5,3,0,7,6,1,0,6,3,3,0,13,9,4,0
Big South,2003,2127,Charleston Southern,4,0,4,0,0,0,0,0,4,0,4,0,12,1,11,0
Big Ten,2003,130,Michigan,11,8,3,0,7,7,0,0,6,3,3,0,13,10,3,0
FCS Independents,2003,2608,St. Mary's (CA),3,1,2,0,0,0,0,0,3,0,3,0,11,1,10,0
Mountain West,2003,254,Utah,10,9,1,0,6,5,1,0,6,5,1,0,12,10,2,0
